Article Title,Article Link,Article Text,Article Summary,Article Image
Former England batter Robin Smith dies aged 62,https://timesofindia.indiatimes.com/sports/cricket/news/former-england-batter-robin-smith-dies-aged-62/articleshow/125718696.cms,"Former England cricketer Robin Smith has passed away at the age of 62 (Image credit: Hampshire Cricket)

Go Beyond The Boundary with our YouTube channel.

ILT20: How India connect can help the league grow even further | Laxmi Shetty Interview

NEW DELHI: Former England cricketer Robin Smith has passed away at the age of 62, Hampshire announced on Tuesday. Smith, who was born in South Africa and represented England in 62 Tests between 1988 and 1996, died unexpectedly on Monday in Australia, where he had been residing, according to his family.""It is with the deepest and most profound sense of sadness and loss that we must announce the passing of Robin Arnold Smith, beloved father of Harrison and Margaux and cherished brother of Christopher,"" the family said in a statement shared by Hampshire Cricket.""Robin died unexpectedly at his South Perth apartment on Monday 1st December. The cause of his death is at present unknown.""Nicknamed ""The Judge,"" Smith had recently spent time with the England Lions squad in Perth ahead of the first Ashes Test after receiving an invitation from coach Andrew Flintoff.""Robin rose to fame as one of England's most charismatic and popular players,"" his family added.""A brave and dashing batsman, he excelled both for Hampshire and his adopted country collecting legions of admirers and friends along the way.""They also urged sensitivity surrounding the circumstances of his passing, saying: ""Since his retirement from the game in 2004 his battles with alcohol and mental health have been well documented but these should not form the basis of speculation about the cause of death which will be determined at postmortem investigation.""During his international career, Smith amassed 4,236 Test runs at an impressive average of 43.67, including nine centuries. He also recorded 2,419 runs in 71 ODIs, averaging 39.01.Paying tribute, Hampshire chairman Rod Bransgrove said: ""Robin Smith is one of the greatest, if not the greatest, of all time Hampshire cricket heroes.""He was a batsman of awesome power and control and amongst the most courageous players this club has ever seen -- especially against bowling of real pace.""The England and Wales Cricket Board chairman Richard Thompson echoed the admiration: ""Robin Smith was a player who stood toe to toe with some of the quickest bowlers in the world, meeting spells of hostile fast bowling with a defiant smile and an incredible resilience.""He did so in a way that gave England fans enormous pride, and no shortage of entertainment.""He was a batter ahead of his time which was typified in that unforgettable unbeaten 167 from 163 balls in a one-day international against Australia at Edgbaston in 1993.""","Former England cricketer Robin Smith has passed away at the age of 62. Smith represented England in 62 Tests between 1988 and 1996. He died unexpectedly on Monday in Australia, where he had been residing. Hampshire chairman Rod Bransgrove: ""Robin Smith is one of the greatest""","https://static.toiimg.com/thumb/msid-125718755,imgsize-60990,width-400,resizemode-4/robin-smith-0212-getty.jpg"
Hardik Pandya’s blazing 77* powers Baroda to record chase; fan breaks security cordon to take selfie - Watch,https://timesofindia.indiatimes.com/sports/cricket/news/hardik-pandyas-blazing-77-powers-baroda-to-record-chase-fan-breaks-security-cordon-to-take-selfie-watch/articleshow/125715457.cms,"Hardik Pandya with a fan (X)

Why Indian cricket needs Rohit Sharma, Virat Kohli... more than ever

India all-rounder Hardik Pandya marked his return to competitive cricket with a brilliant unbeaten half-century, guiding Baroda to a thrilling seven-wicket win over Punjab in the Syed Mushtaq Ali Trophy in Hyderabad on Tuesday.Playing his first match since the Asia Cup in September, Pandya looked in full command as he powered Baroda to a massive chase of 223, the third-highest successful run chase in the tournament’s history. Walking in under pressure, the 32-year-old produced a dynamic knock of 77 not out from 42 deliveries, striking seven fours and four sixes. He finished the match in style, smashing three sixes in a row to seal victory with five balls remaining.Pandya also rolled his arm over earlier in the game, picking up a wicket though his four-over spell proved expensive.The match saw a brief, unexpected interruption when a fan sprinted onto the field to meet Pandya during Baroda’s bowling innings. The intruder managed to get close enough to take a selfie with the star all-rounder before security intervened. Pandya was seen signalling the officials not to act harshly towards the fan, a gesture that quickly went viral on social media.Earlier, Punjab posted a strong total of 222 for 8, with Anmolpreet Singh blasting 69 off 32 and Abhishek Sharma smashing a rapid 50 from just 19 balls. However, Baroda’s chase was paced perfectly, with Pandya’s explosive finish sealing a memorable win in 19.1 overs.The outing marks an encouraging return for Pandya after his injury setback, which had ruled him out of the Australia tour and the Asia Cup final against Pakistan.","Hardik Pandya scores 77 not out in Baroda's seven-wicket win over Punjab. It was the 32-year-old's first match since the Asia Cup in September. Pandya also picked up a wicket in the match, which was interrupted by a fan.","https://static.toiimg.com/thumb/msid-125715523,imgsize-1222335,width-400,resizemode-4/hardik-pandya.jpg"
"ILT20 Season 4: Complete squads, opening ceremony details, ticket prices and all you need to know",https://timesofindia.indiatimes.com/sports/cricket/news/ilt20-season-4-complete-squads-opening-ceremony-details-and-all-you-need-to-know/articleshow/125715218.cms,"The fourth season of ILT20 gets underway on December 2

Dubai:

ILT20 CEO David White EXCLUSIVE: On Season 4, growth, challenges and IPL link

ILT20 Season 4

Full Squads

Abu Dhabi Knight Riders

International Players

:

UAE Players

:

Associate Players:

Dubai Capitals

International Players:

UAE Players:

Associate Players:

Desert Vipers

International Players:

UAE Players:

Associate Players:

Gulf Giants

International Players:

UAE Players:

Associate Players:

MI Emirates

International Players:

UAE Players:

Associate Players:

Sharjah Warriorz

International Players:

UAE Players:

Associate Players:

Cricket’s biggest names will be in action in the UAE as the DP International League T20 (ILT20) Season 4 gets underway today with the match between Dubai Capitals and Desert Vipers at the Dubai InternationalStadium - a rematch of last year's final.All six franchises have finalised their squads following their retentions and the league's inaugural Player Auction held in October. Before the tournament gets underway, opening ceremony will raise the curtains on the season, headlined by the musical superstar Ali Zafar.Limited tickets for the opening ceremony and the opening match are available across all categories, with stand tickets starting at AED 20 and hospitality packages from AED 325. Fans can also book the new Sixes Lounge experience for AED 395, which includes unlimited food and beverages. Tickets can be purchased by visiting tickets.ilt20.ae or Virgin Megastores.Alex Hales, Andre Russell, Brandon McMullen, George Garton, Jason Holder, Khary Pierre, Liam Livingstone, Michael Pepper, Olly Stone, Phil Salt, Piyush Chawla, Sherfane Rutherford, Sunil Narine.Ajay Kumar, Alishan Sharafu, Ibrar Ahmed, Mayank Chowdary.Abdul Manan (Saudi Arabia), Adnan Idrees (Kuwait), Shadley Van Schalkwyk, Unmukt Chand.David Willey, Dasun Shanaka, Dushmantha Chameera, Gulbadin Naib, Jimmy Neesham, Jordan Cox, Leus du Plooy, Mohammad Nabi, Mustafizur Rahman, Navin Bidaisee, Rovman Powell, Scott Currie, Sediqullah Atal, Toby Albert, Tymal Mills,Waqar Salamkhell.Farhan Khan, Haider Ali, Muhammad Farooq, Muhammad Jawadullah.Anudeep Chenthamara (Kuwait), Rushil Ugarkar, Shayan Jahangir, Usman Najeeb (Saudi Arabia).Daniel Lawrence, David Payne, Fakhar Zaman, Faridoon Dawoodzai, Hassan Nawaz, Lockie Ferguson, Max Holden, Naseem Shah, Noor Ahmad, Qais Ahmad, Sam Curran, Shimron Hetmyer, Wanindu Hasaranga.Khuzai­ma Tanveer, Matiullah Khan, Sanjay Pahal, Vriitya Aravind.Andries Gous, Bilal Tahir (Kuwait), Faisal Khan (Saudi Arabia), Tom Bruce.Azmatullah Omarzai, Chris Wood, James Vince, Liam Dawson, Lorcan Tucker, Mark Adair, Matthew Forde, Moeen Ali, Nuwan Thushara, Pathum Nissanka, Rahmanullah Gurbaz, Sean Dickson, Tabraiz Shamsi, Tom Moores, Kyle Mayers.Aayan Khan, Asif Khan, Haider Razzaq, Zuhaib Zubair.Fred Klaassen, Gerhard Erasmus, Ishtiaq Ahmad (Saudi Arabia), Meet Bhavsar (Kuwait).Ackeem Auguste, Allah Ghazanfar, Andre Fletcher, Arab Gul, Chris Woakes, Fazalhaq Farooqi, Jonny Bairstow, Jordan Thompson, Kamindu Mendis, Kieron Pollard, Naveen-ul-Haq, Nicholas Pooran, Romario Shepherd, Shakib Al Hasan, TomBantonMuhammad Rohid, Muhammad Waseem, Usman Khan, Zahoor Khan.Mohammed Shafeeq (Kuwait), Nosthush Kenjige, Tajinder Dhillon, Zain Ul Abidin (Saudi Arabia).Adil Rashid, Dinesh Karthik, Dwaine Pretorius, James Rew, Johnson Charles, Mahesh Theekshana, Mark Chapman, Matheesha Pathirana, Nathan Sowter, Richard Ngarava, Sikandar Raza, Taskin Ahmed, Tim David, Tim Southee, Tom Abell, TomKohler-Cadmore, Wafiqullah Tarakhil.Ethan D’Souza, Junaid Siddique, Raees Ahmad, Wasim Akram.Abdul Salman Khan (Saudi Arabia), Harmeet Singh, Mohamed Aslam (Kuwait), Saurabh Netravalkar, Shubham Ranjane.","The DP International League T20 (ILT20) Season 4 gets underway today with the match between Dubai Capitals and Desert Vipers. All six franchises have finalised their squads following their retentions and the league's inaugural Player Auction held in October. Opening ceremony will raise the curtains on the season, headlined by the musical superstar Ali Zafar.","https://static.toiimg.com/thumb/msid-125715326,imgsize-31684,width-400,resizemode-4/ilt20.jpg"
Virat Kohli seen having serious conversation with India selector Pragyan Ojha ahead of 2nd ODI - Watch viral video,https://timesofindia.indiatimes.com/sports/cricket/india-vs-south-africa/virat-kohli-seen-having-serious-conversation-with-bcci-selector-ahead-of-2nd-odi-watch-viral-video/articleshow/125715217.cms,"Virat Kohli (AFP Photo)

Go Beyond The Boundary with our YouTube channel.

Virat Kohli, Rohit Sharma, other members of Team India leave from Ranchi after the first ODI

NEW DELHI: Team India has arrived in Raipur for the second ODI against South Africa after taking a 1-0 lead in the three-match series. The second match will be played on Wednesday at the Shaheed Veer Narayan Singh International Cricket Stadium. While players were spotted settling in ahead of the fixture, one moment in particular grabbed attention online — a seemingly intense conversation between Virat Kohli and selector Pragyan Ojha at the airport.A video circulating on social media shows Kohli and Ojha deeply engrossed in discussion. The body language of both hinted at a serious exchange rather than casual small talk, triggering widespread speculation among fans.Kohli played a match-winning knock in the first ODI in Ranchi, scoring a magnificent 135 off 120 balls — an innings decorated with 11 fours and seven sixes.His performance helped India post a commanding total of 349/8. Rohit Sharma also played his part, smashing 57 off 51 deliveries and breaking Shahid Afridi’s long-standing record for the most sixes in ODI history.Watch the video here The duo stitched together a brilliant 136-run partnership, setting the tone for India’s strong outing.South Africa fought hard in the chase, led by Marco Jansen’s explosive 80 and Corbin Bosch’s 67, but India held their nerve to seal a 17-run win.Kuldeep Yadav and Harshit Rana delivered key breakthroughs late in the innings to ensure India crossed the finish line.",Team India arrive in Raipur for second ODI against South Africa. Virat Kohli and Pragyan Ojha seen having intense conversation at airport. India beat South Africa by 17 runs in the first ODI in Ranchi.,"https://static.toiimg.com/thumb/msid-125715272,imgsize-46410,width-400,resizemode-4/virat-kohli-0212-afp.jpg"
PCB gives greenlight to 12 stars: Why Pakistan's T20 captain wasn't granted franchise league clearance,https://timesofindia.indiatimes.com/sports/cricket/news/pcb-gives-greenlight-to-12-stars-why-pakistans-t20-captain-wasnt-granted-franchise-league-clearance/articleshow/125714794.cms,"Salman Ali Agha

Go Beyond The Boundary with our YouTube channel.

ILT20: Six teams, new captains, old excitement

Poll What do you think is the main reason for Salman not receiving a No-Objection Certificate? Performance issues Lack of interest from franchises Disciplinary reasons

Pakistan's T20 captain Salman Ali Agha has emerged as the lone contracted player not given clearance to participate in overseas franchise leagues during the crucial December–January window — raising questions about both his form and his future in Pakistan's shortest-format plans.The Pakistan Cricket Board (PCB) has approved No-Objection Certificates (NOCs) for 12 national players to feature in global leagues ahead of the T20 World Cup in India and Sri Lanka next year. But Salman, who has led Pakistan's T20 side since December 2024, stands out as the only centrally contracted player not playing in any league this winter.As per a PTI report, PCB sources say Salman's exclusion is not a disciplinary call — rather a reflection of the market. Unlike Pakistan's top white-ball names, he has not attracted meaningful interest from franchise teams, with coaches and analysts questioning his impact value and role clarity in T20 cricket.With no team seeking his services, the PCB did not process any NOC for Salman. His absence from leagues is further amplified by the fact that almost all of Pakistan's frontline stars are set for game time worldwide.This season, Pakistani players will feature in the Bangladesh Premier League (BPL), ILT20 in the UAE, and the Big Bash League (BBL).The BBL will host Pakistan's biggest names, including Babar Azam , Shaheen Shah Afridi, Mohammad Rizwan, Shadab Khan and Haris Rauf. The BPL has signed 11 Pakistan players, while Fakhar Zaman, Naseem Shah and Usman Tariq are confirmed for the ILT20.However, most of these stars will likely cut short their stints as PCB is finalising a three-match T20 series in Sri Lanka, followed by another against Australia at home starting January 30. Assurance of full availability allowed BBL teams to sign Pakistani players, with the league ending January 25.The ILT20 runs from December 2 to January 4, and BPL from December 26 — ensuring game time for most players.",Pakistan's T20 captain Salman Ali Agha has emerged as the lone contracted player not given clearance to participate in overseas franchise leagues during the crucial December–January window. The Pakistan Cricket Board (PCB) has approved No-Objection Certificates (NOCs) for 12 national players to feature in global leagues ahead of the T20 World Cup in India and Sri Lanka next year. Salman's exclusion is not a disciplinary call — rather a reflection of the market.,"https://static.toiimg.com/thumb/msid-125714807,imgsize-40832,width-400,resizemode-4/salman-agha.jpg"
'Tough to let Faf du Plessis go': Delhi Capitals back youth over experience as Kumble flags key top-order fix before IPL auction,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/tough-to-let-faf-du-plessis-go-delhi-capitals-back-youth-over-experience-as-kumble-flags-key-top-order-fix-before-ipl-auction/articleshow/125714347.cms,"Faf du Plessis (ANI Photo)

Go Beyond The Boundary with our YouTube channel.

WPL Auction: Delhi Capitals co-owner Parth Jindal on women's cricket after India's World Cup win

NEW DELHI: Delhi Capitals head coach Hemang Badani has opened up on the franchise’s bold decision to release Faf du Plessis, calling it one of the toughest calls ahead of the IPL mini-auction in Abu Dhabi. Du Plessis, who announced his retirement from the league on Monday, enjoyed a celebrated IPL career with Chennai Super Kings, Royal Challengers Bengaluru and Rising Pune Supergiant before joining DC last season.“It’s never easy to release a player of Faf du Plessis’ caliber. Letting him go was a really tough decision because he has been a stellar performer in the IPL for many years,” Badani said during the TATA IPL Retention show on Jiostar.Badani revealed that DC’s shift toward a younger, more explosive batting profile played a decisive role. “We felt it was time to move towards a younger option, someone who could bring a more aggressive style that fits the brand of cricket we want to play.”He also explained the reasoning behind cutting ties with Jake Fraser-McGurk, one of last season’s brightest young performers. “We backed him based on how he played last year, but at nine crore, we didn’t feel we got enough value from that investment.So, we felt it was best to let him go as well,” Badani said, adding that DC are “quite pleased” with their current squad.Former India captain Anil Kumble, meanwhile, believes Delhi must urgently finalise their top-order combination. “They absolutely need to lock in their opening combination,” Kumble said. “Nitish Rana, KL Rahul, Karun Nair and Abhishek Porel give them strong Indian options, but consistency is key.”Kumble also pointed to Sunrisers Hyderabad as a team needing significant middle-order and bowling reinforcements, suggesting David Miller as a potential fit alongside Heinrich Klaasen.The IPL auction will take place on December 16 in Abu Dhabi.",Faf du Plessis announced his retirement from the IPL on Monday. Hemang Badani says it was a tough decision to let the South African go. The IPL auction will take place on December 16 in Abu Dhabi. Anil Kumble believes Delhi must urgently finalise their top-order combination.,"https://static.toiimg.com/thumb/msid-125714345,imgsize-231760,width-400,resizemode-4/faf-du-plessis.jpg"
Shane Bond exclusive: 'How you manage tearaway quick bowlers is really important',https://timesofindia.indiatimes.com/sports/cricket/news/shane-bond-exclusive-how-you-manage-tearaway-quick-bowlers-is-really-important-ilt20/articleshow/125713889.cms,"Shane Bond is excited for the upcoming season of ILT20. (Source: Gulf Giants)

TimesofIndia.com in Dubai:

Excerpts from the interview...

You have been part of so many franchises and have been a globe-trotter as a coach. How do you see the ILT20 growing?

ILT20: Six teams, new captains, old excitement

ILT20 has its first player auction this year. How much do you think a fiery Shane Bond could have bagged?

Your career was ravaged by injuries. As a fast-bowling coach, what's your advice to tearaway fast bowlers like Mayank Yadav and Umran Malik, who are battling injuries every now and then?

Poll Do you think the rise of T20 leagues has complicated the careers of fast bowlers? Yes, due to workload No, it's a good opportunity Only for smaller nations

Has cricket become more difficult for fast bowlers with three formats and multiple leagues?

Are you someone who tells young fast bowlers to play more first-class cricket to improve?

If a 20-year-old quick aims to play 12–13 years at the top, how can he manage his workload today?

Former New Zealand speedster and Gulf Giants bowling coach Shane Bond reflects on ILT20’s growth, its unique blend of global and local talent, and the challenges of coaching in a multicultural environment. In a free-wheeling chat with the TimesofIndia.com Bond opens up about fast-bowling workloads, modern leagues, injury management, and why grounding in first-class cricket still matters.It's great, mate. I mean, I did the first season here, so it's nice to come back to it. I think it's a unique league because you have so many different overseas players from different countries, and obviously you've got the local players. That's the part that I really enjoy — just seeing the local players get the opportunity to play in the league. So I think it's the responsibility of cricket communities to bring a whole lot of different countries up, and this is a league that's definitely helping those UAE players.For me as a coach, it's also a little bit more challenging because you're dealing with things like language, culture, trying to bring people together.And so it gets you to think about your own coaching and how you go about it. I mean, it's invigorating.Mind you, I played the IPL for a year (laughs).So I got the whole auction experience, which was really exciting. And then after that, I remember sitting in rooms with Corey Anderson and Trent Boult when they went for really good money, and that was really exciting as well. So I think every time there's an IPL auction, someone does extremely well out of it. There's been a whole heap of Kiwis that I've known who have done that. You get super excited for them.I don't look back and go, what if, or whatever. That's not my time now. It's just the way it goes. I'm just lucky that I get the chance to work alongside the players. I'm still involved in cricket — in a job in cricket. I'm very lucky to have that.So every time that auction comes up, I think everyone's always wanting to know who's going to go for the big money, who's going to go where. And as I said, there are not too many bad people in cricket. So the people who do get a big payday and have a life-changing experience — it's pretty cool to see that.The biggest thing you've got to remember when you're going through 18 to 24 is that your body's still growing. Your bones are still growing — all that sort of stuff. So what's the tendency? If you get someone who's exciting and bowls fast, you just want to play them all the time. And the reality is, if you do that, they're going to break.So management and how you manage those bowlers is really important. And I think that's the thing — going, okay, are we prepared to rest this player, give them some time to condition, and actually not play them in every game? Because they're going to break.And I think you look at a guy like Pat Cummins — he missed five years. When they brought him back, they brought him back through one-day cricket. He’d grown bigger, stronger. They eased him back in. And then he's had this incredible career that people sort of forget included those five years he missed.So I think it's a combination. Some people have more durability than others — that's just natural. I think sometimes the management has just got to get a little bit better. When players get fit, there's one thing — being fit for cricket — but sometimes players, especially good players, get fit and you just throw them straight back into top-level cricket. You don't give them the chance to ease through club cricket or second-level cricket — just to get some time and overs under the body and create a bit more durability. There's a tendency to rush those players back, and as soon as you rush someone back and the intensity goes up, the risk of injury goes up.It depends on what format you're playing. I think that's one of the challenges if you're playing all formats. It's obviously become more lucrative. I think it's been more of a challenge maybe for the smaller countries. If you look at Australia, India, and England, they pay a lot of money. Their fast bowlers tend to stay. The classic examples are Mitchell Starc, Josh Hazlewood, and Pat Cummins — they've played for Australia for a long time.For Kiwis, you look at Lockie Ferguson, Adam Milne to some degree. Because you're not getting paid at the same level, you now have the opportunity to step away from your national team. New Zealand have had to juggle that, and I think they've juggled it pretty well.If you're given the opportunity to make ten times as much money to bowl a quarter of the overs, it's hard not to take that up — particularly with the injury risk that Test cricket presents. The more overs you bowl, the more chance you have of getting hurt. I think it's just a different time. T20 leagues have taken over, and you can't blame people for wanting to maximise their earning potential. And to be fair, when you jump around the world — going to South Africa, Dubai, Australia, doing all this stuff — it's pretty cool. It's good fun. You can't blame people for doing that.I tell them it's their decision. I can advise, but it's not my choice. My job is to support. I think there's something to be said about a grounding in first-class cricket. Obviously, the more you bowl — if you can stay fit — with proper management, you learn to groove your technique and understand your technique. I think that's no different to a batter. You understand how to bat, how to bat time, what works, what doesn't. If you're playing the longer form of cricket, it can help that.I think you've seen players step away from long-form cricket and then sometimes step back because they realise they just need that time. You definitely need that grounding in longer-form cricket. Even in short-form cricket, the ability to put the ball on the spot, hit the top of the stumps consistently — it translates across formats. Then all the variations feed off that.I think you've seen that in the IPL a little bit. You've got these young guys who've come on the scene — they bowl quick, but without control, it doesn't matter. Whereas the Hazlewoods of the world have come in, hit the top of off stump, worked on their variations, and are now awesome T20 bowlers. There's something to be said about understanding how to hit the top of off stump consistently all day.He’ll play for four or five different teams with coaches who all have different expectations. I think the biggest thing as a coach is to ask: what is in the best interest of this player? It's not about me winning the title — it's about how I look after this player and get him to where I think he can go.You sit down with that player and go, this is what I think is best for you. How do we get you here fully fit? If I do that, and he stays on the park longer, he'll have a long, successful career — and as a coach, I'll probably get the benefit of that too.Look, it's challenging. Every player is different; they go through different experiences. But one thing I think is that as a coach, you have a duty of care to look after a player and do whatever you can to help them stay on the field.","Former New Zealand speedster and Gulf Giants bowling coach Shane Bond reflects on ILT20’s growth, its unique blend of global and local talent. In a free- wheeling chat with the TimesofIndia.com Bond opens up about fast-bowling workloads, modern leagues, injury management, and why grounding in first-class cricket still matters.","https://static.toiimg.com/thumb/msid-125714170,imgsize-52062,width-400,resizemode-4/shane-bond.jpg"
New Zealand collapse after Kane Williamson's fifty as rain halts Day 1 in first Test vs West Indies,https://timesofindia.indiatimes.com/sports/cricket/news/new-zealand-collapse-after-kane-williamsons-fifty-as-rain-halts-day-1-in-first-test-vs-west-indies/articleshow/125713637.cms,"New Zealand's Kane Williamson (John Davidson/Photosport via AP)

Still have doubts? Virat Kohli blows World Cup trumpet with another masterclass

New Zealand finished at 231-9 on a rain-shortened opening day of the first Test against West Indies in Christchurch on Tuesday, with Justin Greaves sparking a middle-order collapse after dismissing Kane Williamson for 52 runs.The hosts suffered a dramatic collapse from 94-1 to 148-6 on a bowler-friendly pitch after Williamson's dismissal, his 38th Test half-century.Michael Bracewell and Nathan Smith staged a recovery with a 52-run partnership for the seventh wicket. Smith scored 23 while Bracewell made 47 before both were dismissed. Zak Foulkes and Jacob Duffy were both on four runs when bad light stopped play after 70 overs, following Matt Henry 's dismissal for eight.""It ebbed and flowed throughout the day and I think we'd be pretty happy with where we got to at the end of the day,"" Bracewell said. ""It was a little bit 'old school' West Indies. You grow up hearing about the fast bowlers of the West Indies and it was certainly that today. It was an exciting challenge.""Williamson and Tom Latham 's 93-run stand following Devon Conway's early dismissal provided initial resistance for New Zealand. West Indies captain Roston Chase opted to bowl first after winning the toss, taking advantage of the green wicket and heavy cloud cover.The first session, extended by a 90-minute rain break, saw New Zealand reach 17-1 in 10.3 overs before lunch was called due to rain. Williamson, playing his first Test innings in a year, reached his half-century before edging Greaves' delivery to Alick Athanaze at second slip.The collapse intensified as Greaves dismissed Latham for 24, followed by Jayden Seales bowling out Rachin Ravindra for three. West Indies claimed three wickets for nine runs in 21 deliveries. Will Young and Tom Blundell added 17 runs before Young fell for 14, giving Johann Layne his first Test wicket.Blundell reached 29 before becoming debutant Ojay Shields' first Test victim early in the final session. Shields, who had earlier lost Williamson's wicket on 33 due to a no-ball, finished with figures of 2-34 after also claiming Bracewell's wicket. Greaves ended with 2-35 while Kemar Roach took 2-47.",New Zealand finished at 231-9 on a rain-shortened opening day of the first Test against West Indies in Christchurch. Justin Greaves sparked a middle-order collapse after dismissing Kane Williamson for 52 runs. Michael Bracewell and Nathan Smith staged a recovery with a 52-run partnership for the seventh wicket.,"https://static.toiimg.com/thumb/msid-125713683,imgsize-181560,width-400,resizemode-4/new-zealand-west-indies-cricket.jpg"
"India stun Iran, qualify for AFC U-17 Asian Cup",https://timesofindia.indiatimes.com/sports/football/top-stories/india-stun-iran-qualify-for-afc-u-17-asian-cup/articleshow/125686470.cms,"India qualify for Asian Cup in Saudi Arabia. (Pic credit: AIFF)

Go Beyond The Boundary with our YouTube channel.

AHMEDABAD: Even as their seniors have struggled for success of late, the country’s U-17 boys wrote a famous chapter, sealing qualification for the AFC U-17 Asian Cup in Saudi Arabia. The grade came on the dint of inflicting a 2-1 defeat to an old rival, Iran, by defending resolutely and keeping the aggressive visitors at bay for more than 40 minutes to edge the Asian giants in the last of the qualifiers here.Seven minutes into the second half with the game tied 1-1, defender Korou Konthoujam launched a high ball into the opposite half. Iranian defender Amirmahan Afrooziani’s attempt to connect with it failed, and as he fell down, India midfielder Gunleiba Wangkheirakpam, lurking on the left flank, took two touches before unleashing a fierce shot that took the deflection of Mohammad Ali Rahnama before landing in the Iranian goal. The goal sparked wild, delirious celebrations on the Indian bench, and Gunleiba was cautioned for his shirtless celebration.India still needed to keep Iran at bay for more than 40 minutes, and they defended with composure and rare resoluteness. Every ball launched into the Indian box was cleared first time.","India beat Iran 2-1 to qualify for AFC U-17 Asian Cup in Saudi Arabia. Gunleiba Wangkheirakpam scored the only goal of the game in the second half. The goal sparked wild, delirious celebrations on the Indian bench.","https://static.toiimg.com/thumb/msid-125686514,imgsize-92204,width-400,resizemode-4/team-india.jpg"
"Alexander Isak breaks curse, nets first Premier League goal after record-breaking transfer in Liverpool's 2-0 win against West Ham",https://timesofindia.indiatimes.com/sports/football/epl/top-stories/alexander-isak-breaks-curse-nets-first-premier-league-goal-after-record-breaking-transfer-in-liverpools-2-0-win-against-west-ham/articleshow/125677358.cms,"Liverpool's Alexander Isak, right, celebrates after scoring the opening goal (AP Photo/Kirsty Wigglesworth)

Alexander Isak scored his first Premier League goal for Liverpool, leading to a crucial 2-0 victory against West Ham at the London Stadium on Sunday.The Sweden forward had not scored in five Premier League appearances since his British record £125 million transfer from Newcastle in September.This was only Isak's second goal in 11 matches across all competitions for Liverpool, following his initial score in a League Cup victory against Southampton.Liverpool secured their first win in four games when Cody Gakpo added a second goal during stoppage time.""There's definitely a feeling of relief because if you have lost so many times, then winning is important. We hardly conceded a chance and we were able to create chances ourselves,"" Reds boss Arne Slot said.""It helps if you don't go 1-0 down after five minutes because then you are more open. We played the game I wanted us to play. What I saw meant a lot to our players and our fans. This is a good first step for us. We won and had a clean sheet.""Isak's performance had been affected by injuries and lack of match fitness after missing pre-season due to his extended transfer negotiations.The 26-year-old's goal marked his first league score since playing for Newcastle against Brighton in May, ending a 10-match goalless streak for both club and country.""I think it does feel significant,"" Slot said.Liverpool had faced recent challenges, including a 4-1 defeat against PSV Eindhoven in the Champions League and 3-0 losses to Manchester City and Nottingham Forest.The team had lost nine of their previous 12 games, marking their worst performance since 1953-54, including six defeats in seven league matches.The victory helped Liverpool move to eighth place, providing relief for Slot who faced mounting pressure.Mohamed Salah's performance has been a concern, with only five goals this season, leading to his third bench placement.West Ham honored their former captain and manager Billy Bonds, who passed away at 79, with a minute's applause.Despite West Ham's strong start, Liverpool gradually took control of the match.Isak initially struggled, missing a clear chance from the edge of the area and having a bicycle kick saved by Alphonse Areola.The Swedish striker finally scored after 60 minutes, converting Gakpo's assist with a low shot past Areola.Isak was substituted shortly after scoring, receiving acknowledgment from Slot on the sideline.West Ham's situation worsened when Lucas Paqueta received a red card in the 84th minute for two yellow cards, both for dissent against referee Darren England.The match concluded with Gakpo scoring from 12 yards following a defensive error by West Ham.","Liverpool defeated West Ham 2-0 at the London Stadium on Sunday. Alexander Isak scored his first Premier League goal for Liverpool. Cody Gakpo added a second goal during stoppage time. Liverpool had lost nine of their previous 12 games, their worst performance since 1953-54.","https://static.toiimg.com/thumb/msid-125677401,imgsize-90410,width-400,resizemode-4/britain-premier-league-soccer.jpg"
